,Word,frequency,sentiment,category
5024,spite,12,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
5060,underestimate,12,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
5071,sabotage,12,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
5112,resignation,12,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
5122,desperation,12,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
5152,drag,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",negative
5167,reluctant,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
5177,conflicting,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
5195,fatalism,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1531}",negative
5199,collision,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
5209,risky,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2023}",negative
5215,neglect,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
5221,annoying,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
5253,shameless,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
5260,vicious,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
5261,worthless,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
5281,dislike,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",negative
5301,overwhelmingly,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.128}",negative
5320,depressed,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
5326,cruel,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5859}",negative
5331,perverse,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
5352,stalling,11,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2023}",negative
5357,rotten,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
5366,feud,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
5371,unfortunate,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
5372,ineffective,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.128}",negative
5379,futile,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
5404,devil,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6597}",negative
5432,raping,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.7003}",negative
5434,provoking,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2023}",negative
5436,witch,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
5453,lunatic,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
5472,ignoramus,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
5480,weakness,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
5493,axe,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1027}",negative
5495,nasty,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",negative
5501,cried,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",negative
5517,petty,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2023}",negative
5521,exaggerated,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1027}",negative
5546,contempt,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5859}",negative
5564,vulture,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
5566,murdering,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6486}",negative
5569,meaningless,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
5580,censor,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
5584,outcry,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
5587,unequal,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
5593,horrendous,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5859}",negative
5597,ominous,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
5633,unwanted,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",negative
5637,incompetence,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
5638,arrest,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
5648,unsupported,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
5679,brutally,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",negative
5693,hysterical,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0258}",negative
5706,stubborn,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
5720,eerie,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
5723,bankrupt,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",negative
5724,treason,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
5732,mistaken,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
5745,paradox,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1027}",negative
5775,miserable,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
5776,bully,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
5783,disgusted,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
5814,shook,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1027}",negative
5833,accident,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",negative
5842,reluctance,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
5858,swindle,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
5860,strangely,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
5863,disorder,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
5864,exhaustive,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.128}",negative
5869,boycott,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",negative
5891,hostile,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",negative
5894,overwhelm,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1779}",negative
5904,careless,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
5928,insult,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
5935,gloomy,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1531}",negative
5944,deceit,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
5948,sickening,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
5956,strain,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0516}",negative
5963,woefully,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
5964,incapable,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",negative
5996,lag,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
5997,arrogant,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
6012,riot,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",negative
6014,condemned,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
6028,complaint,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
6043,injured,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
6052,shake,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1779}",negative
6057,critic,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",negative
6068,torn,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
6085,helpless,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
6086,accuse,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2023}",negative
6095,terribly,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",negative
6114,obstinate,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
6115,stinking,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
6123,abuser,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",negative
6143,exclude,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",negative
6145,irrational,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
6153,apathy,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
6168,uncontrolled,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
6178,questionable,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
6188,fearful,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
6195,shy,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
6213,foe,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
6220,pity,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
6223,confusion,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
6242,fascist,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",negative
6246,chilling,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0258}",negative
6252,turmoil,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
6264,forbidden,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
6293,problematic,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
6303,screwing,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",negative
6360,disrespect,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
6373,mourn,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
6377,arrogance,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
6384,manipulation,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
6389,recession,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
6390,choking,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
6393,axed,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",negative
6396,obsolete,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
6422,uncomfortable,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",negative
6427,deceive,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
6443,exaggerate,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1531}",negative
6444,chaotic,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
6448,dull,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
6452,ticked,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
6478,doubtful,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
6512,distorted,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
6516,forbid,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",negative
6533,fu,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6908}",negative
6559,restricted,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",negative
6576,tension,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",negative
6586,jealous,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
6598,misunderstand,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
6614,distrust,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
6620,immorality,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1531}",negative
6646,frustration,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",negative
6649,disgust,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5994}",negative
6656,restrict,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",negative
6659,dazed,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1779}",negative
6666,rigorously,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1027}",negative
6670,unpleasant,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",negative
6681,deafening,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
6683,lame,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
6689,detached,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.128}",negative
6698,unclear,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
6705,starved,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",negative
6709,pessimistic,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
6710,exhaust,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
6713,decay,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
6756,tragically,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719}",negative
6759,fury,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719}",negative
6764,misunderstood,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
6773,scorn,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
6782,inflamed,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
6797,devastate,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6249}",negative
6800,sarcastic,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
6808,complacent,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0772}",negative
6812,hostility,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",negative
6814,illiteracy,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
6821,irritation,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
6822,battleground,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
6830,molestation,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
6865,loom,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",negative
6868,vague,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1027}",negative
6870,imbecile,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
6875,fraudulent,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
6881,disagreed,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",negative
6882,jeopardy,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",negative
6886,unethical,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
6888,depressingly,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
6903,suicidal,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6705}",negative
6907,unbiased,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0258}",negative
6928,dismal,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",negative
6935,suspended,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",negative
6941,aghast,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
6957,annoy,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
6967,violation,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
6978,downside,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
7036,weep,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719}",negative
7037,gullible,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
7049,childish,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
7052,regret,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
7058,terrify,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
7078,revenge,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
7080,unsure,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
7099,discouraging,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
7132,flu,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",negative
7142,coward,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
7156,denounce,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
7162,darkness,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
7166,awkward,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1531}",negative
7186,lonely,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
7198,frightened,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
7228,hacked,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
7244,beaten,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
7294,disagreement,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
7296,stressful,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
7306,horrid,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",negative
7308,dubious,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
7334,haunt,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
7351,suspicious,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
7370,disappointment,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
7384,lagging,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",negative
7395,smear,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
7407,defeatism,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",negative
7408,warfare,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
7422,insulting,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
7423,ghost,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",negative
7426,deceiving,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
7437,jerk,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
7439,inconvenience,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
7440,vanity,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",negative
7469,distort,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",negative
7481,rebel,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1531}",negative
7484,misunderstanding,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
7492,destroyer,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
7495,appall,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
7501,shamed,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",negative
7521,suspend,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",negative
7522,pita,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
7565,overload,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
7567,unconcerned,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",negative
7568,exasperated,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
7584,avoidance,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
7601,mindless,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
7604,uncomfortably,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
7687,trauma,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
7705,fooling,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
7730,unhealthy,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
7757,jackass,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
7778,stolen,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
7790,unimportant,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",negative
7809,contentious,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
7847,stall,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2023}",negative
7868,messy,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
7907,cock,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1531}",negative
7911,stricken,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
7947,sluggish,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
7950,suspicion,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",negative
7955,temper,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
7963,abandonment,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
7979,tortured,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",negative
7993,tricky,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1531}",negative
7996,bastard,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",negative
8004,slam,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",negative
8009,vile,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6249}",negative
8012,obnoxious,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
8018,maniac,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",negative
8029,prisoner,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",negative
8035,misread,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",negative
8036,uncontrollable,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
8084,resentment,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
8091,heartbreak,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719}",negative
